name,functions,color,precision,company,productURL,photoURL,favorite,rating,notes,status,oversampling
SPECOMP,,,,Analog Obsession,https://www.patreon.com/posts/specomp-51285294,https://c10.patreonusercontent.com/4/patreon-media/p/post/51285294/25e1db2bc3584235aefa48173365d57b/eyJ3Ijo2MjB9/1.png?token-time=1657843200&token-hash=b33WI_8_kRegwBFzGoPknrrZRAUQKngERayWlBANY84%3D,TRUE,3,"Spectral Analog Compressor!

SPECOMP will compress overall signal and naive frequencies up to its magical circuit and tame whole range of sound.

This compressor based S-Type console compressor but heavily modified.

A simple meter to show overall gain reduction and frequency compression.

Plugin has simple compressor's settings as usual but magic is happening inside!

You will notice SPECOMP will put everything together, instantly! 

- ANALOG OBSESSION LOGO: Oversampling. It will turn to red when oversampling is engaged. Also, show you a notification.",active,FALSE
SPL Free Ranger,,,,Brainworx,https://www.plugin-alliance.com/en/products/spl_free_ranger.html,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.V8VUWR2jFDutgACHbd42VQAAAA%26pid%3DApi&f=1,FALSE,3,,active,FALSE
SPL IRON,,,,Brainworx,https://www.plugin-alliance.com/en/products/spl_iron.html,https://www.brainworx.audio/assets/images/7/bx_SPL_Iron_Black_Action1920x880-b519eba7.png,TRUE,5,,active,FALSE
SPL Passeq,,,,Brainworx,https://www.plugin-alliance.com/en/products/spl_passeq.html,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fwww.audiopro.hr%2Fimages%2Fartikli%2Fmedium%2FSPL_Passeq_photo_1.jpg&f=1&nofb=1,TRUE,5,,active,FALSE
SSL Native Bus Compressor 2,,,,SSL,https://store.solidstatelogic.com/plug-ins/ssl-native-bus-compressor-2,https://www.solidstatelogic.com/assets/components/phpthumbof/cache/Bus%20Comp%202%20product%20page%20image.43741efcd9b28ae49cfca78c5597f775.jpg,TRUE,4,"The centre section compressor from SSL’s 1980’s G Series analogue console is an audio production legend. It is the secret behind countless classic recordings. It is a simple unit with a simple purpose; it makes complete mixes sound bigger, with more power, punch and drive. It brings cohesion and strength to your mix without compromising clarity.",active,TRUE
SSL Native Channel Strip 2,,,,SSL,https://store.solidstatelogic.com/plug-ins/ssl-native-channel-strip-2,https://www.solidstatelogic.com/assets/components/phpthumbof/cache/Channel_Strip_2_outer_glow.64a3a425fa25cd709b5d4ec9f5218193.jpg,TRUE,4,"The SSL Native Channel Strip 2 Plug-in delivers the legendary tone, features and workflow of an SSL 9000K console channel strip, now featuring SSL's proprietary 'Anti-Cramping' technology and external Side Chain input.",active,FALSE
Stage-73 V2,,,,Arturia,https://www.arturia.com/products/software-instruments/stage-73-v/overview,https://audioz.download/uploads/posts/2021-05/1620069851_murcg25.jpg,FALSE,3,,active,FALSE
StereoDelta,,,,Matthew Lane,https://www.mathewlane.com/plugins/stereodelta/,https://www.mathewlane.com/mlmosssite/wp-content/uploads/edd/2021/04/Mathew_Lane_StereoDelta_Screenshot_GLOW-330x330.png,TRUE,4,"StereoDelta is an easy to use spatial processor plugin, with one powerful knob to control your stereo image. From true mono to three dimensional width and depth, StereoDelta always maintains a natural sound thanks to DrMS technology inside.",active,FALSE
Stutter Edit 2,,,,Izotope,https://www.izotope.com/en/products/stutter-edit.html?utm_medium=cpc&utm_source=bing&utm_campaign=SU_GN_SE_BR_UU_US_Other-Plugins&utm_content=Stutter-Edit-iZotope_BM&utm_term=%2Bizotope%20%2Bstutter%20%2Bedit%7Cp%7Ckwd-81364006614055:loc-190%7Cc%7C%7C81363929496479&utm_creative=&msclkid=a4b9dcedefa61908103dbe504aeaf90c,https://www.amazona.de/wp-content/uploads/2025/01/izotope-stutter-edit-2-user-interface-448x352.png,TRUE,5,,active,FALSE
Subdivine,,,,DigiNoiz,https://diginoiz.com/series/free-vst-instrument-subdivine-lite/,https://www.producerspot.com/wp-content/uploads/2020/09/Diginoiz-Subdivine-VST-400x283.jpg,FALSE,3,"SUBDIVINE is a playable library of bass samples with the interface of a synth. It was created by experienced sound designers and music producers to provide efficient workflow and usability combined with the best possible sound with lots of low end and that stylish 808 flavor. Perfect for Trap, Hip-Hop, R&B and Future R&B, Soul and Neosoul, Pop and any genre that bases on… bass!",active,FALSE
Surge,,,,Surge,https://surge-synthesizer.github.io,https://audioz.download/uploads/posts/2020-08/thumbs/1597016389_surge-1.7.0.jpeg,FALSE,3,"Shortcircuit was created as a reaction against the ongoing trend where software samplers are being designed with the primary intent of library playback.

It is intended for people who, like us, consider a sampler to be a musical instrument in its own right, and not just a way to emulate other instruments. It has been a very high priority to make sure that adding and editing individual samples is as fast and logical as possible.",active,FALSE
TAL-NoiseMaker,,,,TAL,https://tal-software.com/products/tal-noisemaker,https://tal-software.com/images/products/tal-noisemaker-new2.png,TRUE,3,"TAL-NoiseMaker is a virtual analog synthesizer with a great sound and low CPU usage.
128 factory presets included, 80 made by Frank ""Xenox"" Neumann / Particular - Sound",active,FALSE
TAN,,,,Acoustica Audio,https://www.audiopluginsforfree.com/tan-free/,https://i0.wp.com/www.audiopluginsforfree.com/wp-content/uploads/2016/07/tan-free.jpg?w=1652&ssl=1,FALSE,3,"Acustica is pleased to introduce TAN compressor based on CORE8 with a classic analog VCA compression. TAN it is a very versatile tool to provide a lot of possibilities to shape the sound with gorgeous graphical user interface.

In TAN you will find the most common compressors parameters like attack, release, threshold, ratio, dry/wet and gain, to allow you an extremely wide range of adjustments, but the exciting news is what we call ""ShMod"", a compressor shape control for the attack behavior that allows you to fine-tune the attack shape so you can really customize the attack behavior for any audio source.",active,FALSE
Tape Cassette 2,,,,Caelum Audio,https://i.imgur.com/B4C7xG2.png,https://i.imgur.com/B4C7xG2.png,TRUE,3,"Tape Cassette 2 is an audio plugin that emulates the warmth, noise and character of old tape cassettes. Following up from our well received Tape Cassette 1, we've updated the plugin with a sleek interface and more changes under the hood too.

Along with a brand new selectable Type 1 Cassette Impulse Response (IR), we've improved the saturation algorithm, wow & flutter engine and implemented real sampled tape noise, all which results in a wonderfully warm and more accurate vintage sound. In addition to this you now have two VU meters to monitor your audio as well as selectable oversampling.",active,FALSE
Tape MELLO-FI,,,,Arturia,https://www.arturia.com/products/software-effects/tape-mello-fi/overview,https://www.amazona.de/wp-content/uploads/2027/01/arturia-tape-mello-fi.jpg,FALSE,3,"Tape MELLO-FI is an easy-to-use plugin that brings instant chill atmosphere and vintage tape-aged warmth to any sound. Use its straightforward preamp, modulation and filter/output sections to sprinkle sublime lo-fi vibes over any sounds.",active,FALSE
Tape Multi Track,,,,Softube,https://www.softube.com/tape,https://cdn.softube.com/storage/456DB31ADC4DEB6BDD760E9EAE40248D38FF77C1732729E113F0818F0592990A/917842e7431242d7956e4150348472b0/1536-682-0-jpg.Jpeg/media/35c2cea8b01645b7a39b4d1c50c7e84c/tape-high-res-gui-2040px.jpeg,FALSE,3,"Tape, with its component-level and physical modeling of three different tape machines, gives you all the warm vintage cohesion you could want in one plug-in. Add a few premium level features, like the mastering grade high shelf filter, stability control, and wet/dry mix knob, and you've got a new secret sauce.",active,FALSE
Tape,,,,Softube,https://www.softube.com/tape,https://cdn.softube.com/storage/456DB31ADC4DEB6BDD760E9EAE40248D38FF77C1732729E113F0818F0592990A/917842e7431242d7956e4150348472b0/1536-682-0-jpg.Jpeg/media/35c2cea8b01645b7a39b4d1c50c7e84c/tape-high-res-gui-2040px.jpeg,TRUE,5,"Tape, with its component-level and physical modeling of three different tape machines, gives you all the warm vintage cohesion you could want in one plug-in. Add a few premium level features, like the mastering grade high shelf filter, stability control, and wet/dry mix knob, and you've got a new secret sauce.",active,FALSE
Kotelnikov GE,,,,Tokyo Dawn Records,https://www.tokyodawn.net/tdr-kotelnikov-ge/,https://www.tokyodawn.net/wp-content/uploads/2018/06/KotelnikovGE_3.png,TRUE,4,"DR Kotelnikov is a wideband dynamics processor combining high fidelity dynamic range control with deep musical flexibility. As a descendant of the venerable TDR Feedback Compressor product family, Kotelnikov has directly inherited several unique features such as a proven control scheme, individual release control for peak and RMS content, an intuitive user interface, and powerful, state of the art, high-precision algorithms.",active,TRUE
Limiter 6 GE,,,,Tokyo Dawn Records,https://www.tokyodawn.net/tdr-limiter6-ge/,https://www.tokyodawn.net/wp-content/uploads/2018/11/Seite-1-Kopie-2.png,TRUE,4,"Dynamics Compressor
Clipper
High Frequency Limiter
Peak Limiter
Output Protection Limiter
True Peak and EBU Loudness Meter",active,TRUE
Nova,,,,Tokyo Dawn Records,https://www.tokyodawn.net/tdr-nova/,https://www.tokyodawn.net/wp-content/uploads/2018/11/Seite-1-Kopie-3-1.png,FALSE,3,"AUDIO PLUGINSARTISTSVIDEOS
AUDIO PLUGINS
Audio PluginsKnowledge Base
TDR Nova
NovaNovaNovaNovaNova
12345
NOVA is a parallel dynamic equalizer. Appearing in the familiar layout of a parametric equalizer, each band also includes a full featured dynamics section allowing the processor to cover an impressively wide range of applications. Be it a master lacking density, the drum bus asking for more crispiness, or a sibilance problem in your perfect take: NOVA has an elegant answer.
",active,FALSE
VOS SlickEQ,,,,Tokyo Dawn Records,https://www.tokyodawn.net/tdr-vos-slickeq/,https://www.tokyodawn.net/wp-content/uploads/2014/06/SlickEQ_purple_flat.jpg,FALSE,3,"Three (and a half) filter-bands arranged in a classic Low/Mid/High semi-parametric layout offer fast and intuitive access to four distinct EQ modes, each representing a set of distinct EQ curves and behaviors. An elaborate auto gain option automatically compensates for changes of perceived loudness during EQ operation. Optionally, SlickEQ allows to exclusively process either the stereo sum or stereo difference (i.e. “stereo width”) without additional sum/difference encoding.",active,FALSE
TiCo,,,,Matthew Lane,https://www.mathewlane.com/plugins/tico/,https://www.mathewlane.com/mlmosssite/wp-content/uploads/edd/2021/04/Mathew_Lane_TiCo_Screenshot_GLOW.png,TRUE,5,"TiCo is designed to get great results fast. It’s a go-to signal processor for that modern pop sound, and might quickly become your everyday all-round compressor and sound shaper. With its clear interface, it does not confuse with an abundance of options, but lets you focus on your music itself.",active,FALSE
TITANIUM3BASSTARD,,,,Acoustica Audio,https://www.kvraudio.com/product/basstard-by-acustica-audio,https://static.kvraudio.com/i/b/titanium3+basstard+teaser+004.png,TRUE,3,"Titanium BASSTard rhymes with low end. It is completely free, superbly easy to use and is derived directly from the EQ module of our Titanium dreamware suite. BASSTard helps you shape the low end of your recorded tracks with character and attitude. Definitely not for mastering engineers. Absolutely perfect for serial sound manglers who want their low end to be as full as a stuffed turkey.",active,FALSE
trapdrive,,,,DigiNoiz,https://audioplugin.deals/trapdrive-by-diginoiz/,https://static.kvraudio.com/i/b/trapdrive.jpg,FALSE,3,"Perfect for distorting 808/Bass type sounds, great on vocals, very suitable for crushing guitars and making synths more exciting. And if you feel brave enough you can use it on the whole buses, or even mixes!

Trap Drive has 8 types of distortion you can choose from basing on such operations as arctan function, hard clipping, bipolar exponential, unipolar exponential, bit crushing and some more that only our programmer can denominate, but do you really care about the theory?",active,FALSE
TuPRE,,,,Analog Obsession,https://www.patreon.com/posts/tupre-40079199,https://c10.patreonusercontent.com/4/patreon-media/p/post/40079199/de36937cb9cf4a6eb0ec083209958608/eyJ3Ijo2MjB9/1.png?token-time=1657843200&token-hash=iMkNXqbgvqKKTff8PtZqKFLMETPWJ4KnvN-Ut3LolxE%3D,FALSE,3,"It's tube line amp with custom passive program equalizer. Colorful and solid design for you!

Not emulating any gear. Fully custom design. Simple but really effective for any source. ",active,TRUE
Unfiltered Audio Sandman Pro,,,,Unfiltered Audio,https://www.plugin-alliance.com/en/products/unfiltered_audio_sandman_pro.html,https://cdn.shopify.com/s/files/1/1439/4216/products/SandmanPro_dark.png?v=1505707279,TRUE,4,"The new Sandman Pro adds seven new delay modes— each fitted with its own set of adjustable controls—that greatly expand its sonic palette while driving maximum delay times to a staggering 16 minutes. Use Classic Tape mode to lather echoes, loops and grains with virtual tape saturation, wow and flutter. The artifact-free Multi-Tap mode gives you a whopping 16 simultaneous delay lines to bless vocals and guitar solos with mammoth doubling and stadium-size echo effects. Use the ultra-smooth Reverse mode to produce click-free, haunting reverse echoes. Unlike with using other delays, you can modulate Sandman Pro's delay time in Modern Instant mode without producing audible pitch artifacts—great for cleanly transitioning vocal effects from doubling to echo trails at the end of a phrase. ",active,FALSE
UVIWorkstation,,,,UVI,https://www.uvi.net/uvi-workstation.html,https://www.uvi.net/img/cms/UVI_Workstation/UVIW_GUIS.gif,TRUE,4,"A completely free multitimbral instrument that provides integrated effects and arpeggiator, unlimited parts, live performance features, and a smooth real-time workflow, UVI Workstation is our powerful sample player and more. With over 15 years of development under the hood, UVI Workstation is a tested, proven and trusted industry staple. We continue this journey with Version 3, focused on creating an even more optimized workflow by bringing in a new UI design, Favorites tagging, and UI scaling to adapt to all user screens.",active,FALSE
FreqEcho,,,,Valhalla,https://valhalladsp.com/shop/delay/valhalla-freq-echo/,https://valhalladsp.com/wp-content/uploads/2014/06/ValhallaFreqEcho-1-960x413.jpg,TRUE,3,"Freq Echo is perfect for dub, Dr. Who, and all of your psychedelic needs.

Bode-Style Frequency Shifter + Analog Echo Emulation create surprising sonic effects. Subtle chorusing and double tracking to barberpole phasing and flanging to endless glissandos and runaway echos.
",active,FALSE
SpaceModulator,,,,Valhalla,https://valhalladsp.com/shop/modulation/valhalla-space-modulator/,https://valhalladsp.com/wp-content/uploads/2016/06/ValhallaSpaceModGUI-960x437.jpg,TRUE,3,"ValhallaSpaceModulator is our take on flanging.

Eleven algorithms allow you to get through-zero flanging, barberpole flanging, detuning, doubling, strange echoes, reverbs, and all sorts of effects that defy description.",active,FALSE
Supermassive,,,,Valhalla,https://valhalladsp.com/shop/reverb/valhalla-supermassive/,https://valhalladsp.com/wp-content/uploads/2020/05/Supermassive-GUI-960x509.jpg,TRUE,4,"ValhallaSupermassive has been designed from the ground up for MASSIVE delays and reverbs.   Get ready for luscious clouds of reverb, otherworldly delays, and swelling waves of feedback unlike any you’ve heard before.

Supermassive has 16 out-of-this-world reverb/delay modes:

Gemini: Fast attack, shorter decay, high echo density.
Hydra: Fast-ish attack, shorter decay, low to high echo density (depending on the DENSITY control setting)
Centaurus: Medium attack, longer decay, medium to high echo density (depending on the DENSITY control setting)
Sagittarius: Slow attack, longer decay, high echo density
Great Annihilator: Medium attack, very long decay, medium to high echo density (depending on the DENSITY control setting)
Andromeda: Slowest attack, very long decay, very high echo density
Lyra: Fast attack, shorter decay, low echo density
Capricorn: Fast attack, shorter decay, medium echo density
Large Magellanic Cloud: Long reverb, LOOOONG repeating echoes, long decay, medium attack
Triangulum: Long reverb, VERY LONG repeating echoes, long decay, slow attack
Cirrus Major: Low/medium echo density, strange repeating patterns, fast attack
Cirrus Minor: Low echo density, strange repeating patterns, fast attack, smaller than Cirrus Major
Cassiopeia: Initially low echo density that quickly builds to long and lush reverbs, mysterious repeating patterns, fast attack
Orion: the much bigger version of Cassiopeia. Low echo density that can build to enormous reverbs, fast attack, strange resonances and repeating patterns.
Aquarius (New in 2.0.0): a dedicated EchoVerb algorithm, with a strong audible echo/de;au that can morph into a lush reverb with higher DENSITY settings
Pisces (New in 2.0.0): the bigger sibling of Aquarius. EchoVerb, with even denser and lusher reverbs on tap than Aquarius.",active,FALSE
VintageVerb,,,,Valhalla,https://valhalladsp.com/shop/reverb/valhalla-vintage-verb/,https://valhalladsp.com/wp-content/uploads/2014/11/ValhallaVintageVerb70sGUI-960x384.jpg,TRUE,4,"Valhalla VintageVerb™ features 19 classic digital reverbs and 3 color modes inspired by the most beloved reverb hardware from the 1970s and 1980s.

Reverb Modes: Concert Hall / Bright Hall / Plate / Room / Chamber / Random Space / Chorus Space / Ambience / Sanctuary / Dirty Hall / Dirty Plate / Smooth Plate / Smooth Room / Smooth Random / Nonlin / Chaotic Hall / Chaotic Chamber / Chaotic Neutral / Cathedral (new in 2.2.0)",active,FALSE
Vertigo VSM-3,,,,Vertigo Sound,https://www.plugin-alliance.com/en/products/vertigo_vsm-3.html,https://iconcollective.edu/wp-content/uploads/brainworx-Vertigo-VSM-3.jpg,TRUE,4,"2nd Harmonic FET Crusher and 3rd harmonic Zener Blender
The Vertigo Sound VSM-3 is a powerful tone and color box, saturator, and distortion unit with two unique circuitry options. Add warmth and richness to your mixes using the 2nd Harmonic FET Crusher, or brightness and detail with the 3rd Harmonic Zener Blender. You also have the option of mixing the Crusher and Blender output together.
",active,FALSE
Vinyl,,,,Izotope,https://www.izotope.com/en/products/vinyl.html,https://www.izotope.com/en/products/vinyl/_jcr_content/root/flexcontainer/sectioncontainer_186/flexcontainer/teaser/image.coreimg.82.1280.png/1643312413863/02-vinyl-on-drums.png,FALSE,3,"Vinyl now includes the Lo-fi Effect. Apply the saturated, worn timbre of late-80s hip-hop in an instant. Sampled records from this era have a unique tone created by the gear of the era. Lo-fi enables you to color with the character of secondhand vinyl to add a soulful, nostalgic feel to your music.",active,FALSE
Vital,,,,Vital Audio,https://vital.audio/,https://cdn.rekkerd.org/wp-content/uploads/2020/11/Vital-synthesizer.png,TRUE,3,"Vital is a spectral warping wavetable software synthesizer plugin.  Vital offers a load of interesting features, including: 3 oscillators which provide various waveforms as well as drawable wavetable and text-to-wave capabilities, a sample-noise sound source, two filters with a variety of filter types, three DAHDSR envelopes, LFO's and a lot of modulation routing possibilities. A series of effects are provided, such as Chorus, Delay, Compressor, Flanger, Reverb and even an additional Filter. Microtonal scaling and MPE support are provided. Preset management is straight-forward, with search and category features, and presets can be deleted or moved among directories from within the synth dialog window itself.",active,FALSE
Vybz,,,,Thenatan,https://www.thenatan.store/p/vybz-fx-plugin/,https://x3i4u3r4.stackpathcdn.com/wp-custom-content/uploads/2021/02/Vybez-Hero-IMG001.webp?ext=jpg&w=800,TRUE,5,"A Swiss Army Knife that includes everything about a modern or classic wet tone and it looks great while doing it.
With Vybz ultimate all-purpose Effect modules, You can Colorize your mixes And Crank it back a few decades when snaps, crackles, and pops were a necessary part of the experience.",active,FALSE
EchoBoy,,,,Soundtoys,https://www.soundtoys.com/product/,https://www.soundtoys.com/wp-content/uploads/2015/06/echoboy-400x182.png,TRUE,4,,active,FALSE
Decapitator,,,,Soundtoys,https://www.soundtoys.com/product/,https://www.soundtoys.com/wp-content/uploads/2015/06/Decapitator-400x194.png,TRUE,4,,active,FALSE
MicroShift,,,,Soundtoys,https://www.soundtoys.com/product/,https://www.soundtoys.com/wp-content/uploads/2015/06/MicroShift-400x130.png,FALSE,4,The classic studio trick for super wide vocals – with a powerful new twist.,active,FALSE
LittlePlate,,,,Soundtoys,https://www.soundtoys.com/product/,https://www.soundtoys.com/wp-content/uploads/Little-Plate-FINAL-v2-1600x519-1-400x130.png,TRUE,4,,active,FALSE
Sie-Q,,,,Soundtoys,https://www.soundtoys.com/product/,https://www.soundtoys.com/wp-content/uploads/Sie-Q_Full-400x110.png,TRUE,4,,active,FALSE
Radiator,,,,Soundtoys,https://www.soundtoys.com/product/,https://www.soundtoys.com/wp-content/uploads/2015/06/Radiator-400x130.png,TRUE,4,,active,FALSE
Tremolator,,,,Soundtoys,https://www.soundtoys.com/product/,https://www.soundtoys.com/wp-content/uploads/Tremolator-400x130.png,TRUE,4,,active,FALSE
PrimalTap,,,,Soundtoys,https://www.soundtoys.com/product/,https://www.soundtoys.com/wp-content/uploads/2015/07/PrimalTap-Main-GUI-400x130.png,TRUE,4,,active,FALSE
FilterFreak,,,,Soundtoys,https://www.soundtoys.com/product/,https://www.soundtoys.com/wp-content/uploads/2015/06/FilterFreak-400x178.png,TRUE,4,,active,FALSE
PhaseMistress,,,,Soundtoys,https://www.soundtoys.com/product/,https://www.soundtoys.com/wp-content/uploads/2015/06/PhaseMistress-400x130.png,TRUE,4,,active,FALSE
Crystallizer,,,,Soundtoys,https://www.soundtoys.com/product/,https://www.soundtoys.com/wp-content/uploads/2015/06/Crystallizer-400x130.png,TRUE,5,,active,FALSE
PanMan,,,,Soundtoys,https://www.soundtoys.com/product/,https://www.soundtoys.com/wp-content/uploads/2015/06/PanMan-400x130.png,TRUE,4,,active,FALSE
Devil-Loc Delux,,,,Soundtoys,https://www.soundtoys.com/product/,https://www.soundtoys.com/wp-content/uploads/2015/06/Devil-Loc-Deluxe-400x130.png,TRUE,4,,active,FALSE
FilterFreak 2,,,,Soundtoys,https://www.soundtoys.com/product/,https://www.soundtoys.com/wp-content/uploads/2015/06/FilterFreak-400x178.png,TRUE,4,,active,FALSE
EchoBoy Jr,,,,Soundtoys,https://www.soundtoys.com/product/,https://www.soundtoys.com/wp-content/uploads/EchoBoyJr-Web-2x-PM-400x130.png,FALSE,4,,active,FALSE
VD-PHAT,,,,ujam,https://www.ujam.com/drummer/phat/,https://www.ujam.com/fileadmin/products/Drummer/Phat/virtual-drummer-phat-gui.jpg,FALSE,3,"Virtual Drummer PHAT is a slick and funky Hip-hop operator, producing grooves, fills and breaks straight from the street! Ready at any time to quickly lay down entire beats and rhythms that will make your body move and keep the MC nodding their head.",active,FALSE
TyrellN6,,,,u-he,https://u-he.com/products/tyrelln6/,https://u-he.com/products/tyrelln6/assets/images/uhe-tyrelln6-screenshot-fullui-1150x575.jpg,FALSE,3,"

TyrellN6: Classic racer with u-he engine

TyrellN6 is a compact, sporty synth. Based on concepts and ideas for a hardware synth: a few modules, novel features, analogue sound and low-cost. TyrellN6 is the software version manifestation of these i",active,FALSE
Bass Rider,,,,Waves,https://www.waves.com/plugins/bass-rider,https://img.wavescdn.com/1lib/images/products/plugins/preview/bass-rider.png,TRUE,4,,active,FALSE
Brauer Motion,,,,Waves,https://www.waves.com/plugins/brauer-motion#brauer-motion-plugin-tutorial,https://img.wavescdn.com/1lib/images/products/plugins/preview/brauer-motion.png,FALSE,4,,active,FALSE
CLA-76 ,,,,Waves,https://www.waves.com/plugins/cla-76-compressor-limiter#chris-lord-alge-on-the-cla-classic-compressors,https://img.wavescdn.com/1lib/images/products/plugins/full/cla-76-compressor-limiter-v2.jpg,TRUE,4,,active,FALSE
COSMOS Sample Finder ,,,,Waves,https://www.waves.com/plugins/cosmos-sample-finder#introducing-cosmos-sample-finder,https://img.wavescdn.com/1lib/images/products/plugins/preview/cosmos-sample-finder-v2.png,FALSE,3,,active,FALSE
InPhase,,,,Waves,https://www.waves.com/plugins/inphase-lt,https://img.wavescdn.com/1lib/images/products/plugins/preview/inphase-lt.png,FALSE,3,,active,FALSE
Lofi Space,,,,Waves,https://www.waves.com/plugins/lofi-space,https://img.wavescdn.com/1lib/images/products/plugins/preview/lofi-space.png,FALSE,3,,active,FALSE
NLS Non-Linear Summer ,,,,Waves,https://www.waves.com/plugins/nls-non-linear-summer,https://img.wavescdn.com/1lib/images/products/plugins/full/nls-channel-spike.jpg,TRUE,5,,active,FALSE
Nx Ocean Way Nashville,,,,Waves,https://www.waves.com/plugins/nx-ocean-way-nashville,https://img.wavescdn.com/1lib/images/products/plugins/preview/nx-ocean-way-nashville-v2.png,TRUE,4,,active,FALSE
OneKnob Filter,,,,Waves,https://www.waves.com/plugins/oneknob-filter,https://img.wavescdn.com/1lib/images/products/plugins/full/oneknob-filter.jpg,FALSE,3,,active,FALSE
OVox Vocal ReSynthesis ,,,,Waves,https://www.waves.com/plugins/ovox-vocal-resynthesis,https://img.wavescdn.com/1lib/images/products/plugins/full/ovox-vocal-resynthesis-v2.jpg,TRUE,4,,active,FALSE
SoundShifter,,,,Waves,https://www.waves.com/plugins/soundshifter,https://img.wavescdn.com/1lib/images/products/plugins/full/soundshifter-graphic.jpg,TRUE,3,,active,FALSE
SSL EV2 Channel,,,,Waves,https://www.waves.com/plugins/ssl-ev2-channel,https://img.wavescdn.com/1lib/images/products/plugins/preview/ssl-ev2-channel.png,FALSE,3,,active,FALSE
WNS Noise Suppressor,,,,Waves,https://www.waves.com/plugins/wns-noise-suppressor,https://img.wavescdn.com/1lib/images/products/plugins/preview/wns-noise-suppressor.png,FALSE,3,,active,FALSE
Aphex Vintage Aural Exciter,,,,Waves,https://www.waves.com/plugins/aphex-vintage-aural-exciter#image,https://img.wavescdn.com/1lib/images/products/plugins/full/aphex-vintage-aural-exciter.jpg,FALSE,3,,active,FALSE
L3-16 Multimaximizer,,,,Waves,https://www.waves.com/plugins/l3-16-multimaximizer,https://img.wavescdn.com/1lib/images/products/plugins/preview/l3-16-multimaximizer.png,TRUE,3,,active,FALSE
SSL E-Channel,,,,Waves,https://www.waves.com/plugins/ssl-e-channel,https://img.wavescdn.com/1lib/images/products/plugins/full/ssl-e-channel-v2.jpg,FALSE,3,,active,FALSE
Vocal Rider,,,,Waves,https://www.waves.com/plugins/vocal-rider,https://img.wavescdn.com/1lib/images/products/plugins/full/vocal-rider-live.jpg,TRUE,4,,active,FALSE
AudioTrack,,,,Waves,https://www.waves.com/plugins/audiotrack,https://img.wavescdn.com/1lib/images/products/plugins/preview/audiotrack.png,FALSE,3,,active,FALSE
C1 Compressor,,,,Waves,https://www.waves.com/plugins/c1-compressor,https://img.wavescdn.com/1lib/images/products/plugins/preview/c1-compressor.png,FALSE,3,,active,FALSE
C4 Multiband Compressor,,,,Waves,https://www.waves.com/plugins/c4-multiband-compressor#image,https://img.wavescdn.com/1lib/images/products/plugins/full/c4-multiband-compressor.jpg,FALSE,3,,active,FALSE
DeEsser,,,,Waves,https://www.waves.com/plugins/deesser#introduction-to-waves-deesser,https://img.wavescdn.com/1lib/images/products/plugins/preview/deesser.png,TRUE,4,,active,FALSE
Doppler,,,,Waves,https://www.waves.com/plugins/doppler,https://img.wavescdn.com/1lib/images/products/plugins/preview/doppler.png,FALSE,3,,active,FALSE
Doubler,,,,Waves,https://www.waves.com/plugins/doubler,https://img.wavescdn.com/1lib/images/products/plugins/preview/doubler.png,FALSE,3,,active,FALSE
Eddie Kramer Drum Channel,,,,Waves,https://www.waves.com/plugins/eddie-kramer-drum-channel,https://img.wavescdn.com/1lib/images/products/plugins/preview/eddie-kramer-drum-channel.png,FALSE,3,,active,FALSE
Electric Grand 80 Piano,,,,Waves,https://www.waves.com/plugins/electric-grand-80-piano#electric-grand-80-piano-virtual-instrument,https://img.wavescdn.com/1lib/images/products/plugins/preview/electric-grand-80-piano.png,FALSE,3,,active,FALSE
eMo F2 Filter,,,,Waves,https://www.waves.com/plugins/emo-f2-filter,https://img.wavescdn.com/1lib/images/products/plugins/preview/emo-f2-filter.png,FALSE,3,,active,FALSE
eMo Generator,,,,Waves,https://www.waves.com/plugins/emo-generator,https://img.wavescdn.com/1lib/images/products/plugins/preview/emo-generator.png,FALSE,3,,active,FALSE
eMo Q4 Equalizer,,,,Waves,https://www.waves.com/plugins/emo-q4-equalizer,https://img.wavescdn.com/1lib/images/products/plugins/preview/emo-q4-equalizer.png,FALSE,3,,active,FALSE
Enigma,,,,Waves,https://www.waves.com/plugins/enigma,https://img.wavescdn.com/1lib/images/products/plugins/preview/enigma.png,FALSE,3,,active,FALSE
Greg Wells ToneCentric,,,,Waves,https://www.waves.com/plugins/greg-wells-tonecentric#greg-wells-tonecentric-demo-and-tutorial,https://img.wavescdn.com/1lib/images/products/plugins/preview/greg-wells-tonecentric.png,TRUE,4,,active,FALSE
GTR3 Amps,,,,Waves,https://www.waves.com/plugins/gtr3-amps,https://img.wavescdn.com/1lib/images/products/plugins/preview/gtr3-amp-clean.png,TRUE,3,,active,FALSE
GTR3 Stomps,,,,Waves,https://www.waves.com/plugins/gtr3-stomps,https://img.wavescdn.com/1lib/images/products/plugins/preview/gtr3-stomps-1.png,TRUE,3,,active,FALSE
GTR3 ToolRack,,,,Waves,https://www.waves.com/plugins/gtr3-toolrack,https://img.wavescdn.com/1lib/images/products/plugins/preview/gtr3-tool-rack-1.png,TRUE,3,,active,FALSE
GTR3 Tuner,,,,Waves,https://www.waves.com/plugins/gtr3-tuner,https://img.wavescdn.com/1lib/images/products/plugins/preview/gtr3-tuner.png,FALSE,3,,active,FALSE
